Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Gambia, The",GMB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,79.74794174,87.71131855,90.98379009,91.48459086,78.70041303,69.54855895,74.52880068,77.48375,82.68852959,88.32316927,87.41173912,84.25261827,93.56919643,98.21476968,106.3346846,110.718123,103.972547,112.970541,115.9141284,97.78146652,102.722472,108.704991,108.819,120.3374042,131.4854153,64.10294689,67.44308365,64.62992213,49.91607894,59.27679803,50.95439438,48.3174981,53.87096227,52.41329752,56.35981989,46.92926319,59.64295092,68.85879303,49.93429956,50.0187234,50.37446858,44.29384447,39.08909946,41.77739443,41.01251503,42.63970205,47.70067311,45.46191936,58.25793078,44.52237308,38.11408796,55.73357961,64.812464,55.99791162,47.39552017,42.0979828,44.72192154,42.4360025
Guinea-Bissau,GNB,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,34.18858865,38.47006955,39.98572782,46.78631892,44.26679378,31.13162019,33.20791824,41.90650727,43.78779451,48.79865969,54.52945327,46.91171723,49.12543136,38.26287152,64.68262288,67.46752467,37.07032414,50.32315394,63.60909024,55.08023526,46.97050272,47.77360988,55.01437568,41.58630065,50.76377899,46.81043289,42.36017147,69.49035464,43.50099731,49.09948923,52.73734612,47.58321728,39.67606356,38.03347093,43.19213163,45.78423155,48.76050339,46.24452847,45.13888937,43.59574741,43.51458764,48.61746021,44.12806656,39.95746178,46.86965831,54.37037559,54.30067305,56.91374759,54.68315548,50.18204751,44.41104,46.12013576,47.36224983,42.03382628
Equatorial Guinea,GNQ,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0244718,118.5327824,134.0837899,128.6880066,122.2120771,144.668225,114.3773466,116.6754225,106.8932849,104.3791987,98.87805917,92.60073072,102.4282583,103.6456816,94.87879243,77.92788464,76.9666486,81.81301614,61.44328152
Greece,GRC,Trade (% of GDP),NE.TRD.GNFS.ZS,23.84035752,22.99132639,22.47342453,23.68485838,23.6523337,23.94576554,24.2945973,23.56645423,22.96704024,22.62760404,22.45739003,22.66834621,24.62112474,30.86463462,34.55354752,34.40316802,33.97357413,33.76281682,32.28801903,34.64205697,43.4793555,46.0059446,40.77850287,40.1030046,39.84929223,39.33495017,41.56427828,41.26012646,38.5985549,39.70769134,39.03573063,37.54151859,37.7870756,36.03303017,35.22023023,36.12563534,36.82092926,39.43854865,42.48989596,48.17603703,59.11265775,56.85763396,50.05333719,47.89431216,49.82531767,50.35553344,51.10474658,54.52568182,57.10528363,46.3779594,50.92251731,56.29299629,62.39427898,62.95474631,66.43356826,65.27180114,63.65766259,70.88260667,79.23816361,80.59010089,70.29378645,88.01266274,107.6792079,92.15629003
Grenada,GRD,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.29719728,88.15243573,99.70792655,89.69385624,94.96705396,107.3732213,85.75736574,110.4723682,130.5479424,100.9784011,95.91166816,87.08858379,83.10138101,85.83767292,84.20725587,89.77669063,92.19075156,82.69992612,85.1523061,,
Guatemala,GTM,Trade (% of GDP),NE.TRD.GNFS.ZS,27.1751655,25.4481309,25.20986359,30.21856193,33.47702513,36.39777951,38.07435105,35.72067423,35.15057436,35.23376677,36.34978992,35.98347441,37.44348736,41.086718,48.07211919,45.25631531,49.15584042,50.7125262,48.73818078,47.19960458,47.10548695,40.69125737,33.47481818,27.546959,28.1531148,24.93224559,30.64401925,38.14296343,38.03991399,39.78154615,45.86948547,39.52025622,45.36224907,43.77892815,42.3708927,44.68943034,40.39295296,41.55195116,44.42373996,46.36050685,49.1455879,70.66903318,67.10481152,67.00233919,70.21487236,67.10369961,67.91192374,69.00136431,65.17873052,58.04068697,63.12519257,65.04705104,61.95941934,56.68522075,55.08327928,49.89345332,46.37273752,46.0694204,47.01168207,45.51674275,41.14076165,49.24786942,54.43283808,48.18845182
Guam,GUM,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.88626989,64.023536,68.00206772,66.43721813,72.77017461,79.46327041,78.27393731,72.01739851,72.0347545,77.78892456,76.75213675,79.5332469,78.3600713,71.33988619,70.41179461,69.26658906,72.96314659,78.06451613,63.67478026,61.83830606,71.86685962,
Guyana,GUY,Trade (% of GDP),NE.TRD.GNFS.ZS,105.688828,105.0533584,101.5260323,109.0607368,110.6319257,112.9103448,115.149177,117.234893,113.3841132,114.6811071,113.4615385,113.1005141,116.2356082,121.0763027,134.7648476,149.7852632,157.0812428,141.9756379,126.1812732,129.0325013,174.9270491,161.2335793,122.8630705,110.4564033,95.52013857,109.9692308,99.51613362,170.3309246,131.5611438,139.8741659,142.5662308,222.6090897,274.9731159,245.3694388,222.0678427,213.3271704,211.3375325,209.1366716,203.8424315,201.0593148,206.7673705,199.5770007,196.7250784,189.1624856,200.7252869,194.3507573,,,,,,,,,,,,,,,,,,
High income,HIC,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,30.79826339,30.70789122,30.71553095,34.06650908,39.11143268,36.88869184,38.20506064,38.71454667,38.2398683,40.53607514,43.06018715,43.33566047,41.64888533,40.78347113,42.52270138,41.79861538,39.01255585,39.34751629,40.13222866,41.18834768,40.95453041,40.31893852,42.9459849,41.24047964,42.17180826,44.48452915,44.76944208,46.56319024,47.09063881,47.81705288,52.05945657,50.68035796,49.51012708,49.79525751,52.51311591,54.70990496,57.48153355,58.5943225,61.17626075,53.34196698,58.30074725,62.05118553,62.40719102,62.05103322,61.94320546,60.20293905,58.48235733,60.34599042,61.58047242,60.72273409,56.14742979,60.74494979,67.56067922,63.12700276
"Hong Kong SAR, China",HKG,Trade (% of GDP),NE.TRD.GNFS.ZS,,173.6820926,165.0051802,153.2751511,153.5077389,141.0879381,155.3493908,156.6009693,175.0438517,181.1133405,178.6722064,174.5099509,160.8325831,164.5292424,168.4758679,161.2071225,168.2041295,160.1904918,170.1545779,177.9707341,178.0070882,182.5847746,169.1732354,186.3292234,199.9114477,197.8002934,200.3073083,215.1272893,231.3403823,225.1955986,226.0002403,231.865134,240.1328163,233.9691303,237.4279971,256.8982651,244.8537644,233.4402946,221.1332845,220.2723131,247.6540204,240.8489776,255.9964574,292.4546559,326.8410546,342.6892095,359.2086612,362.1494636,376.6568062,348.3975543,404.7705609,421.8547066,430.5685304,442.6200191,425.9758717,389.4059493,371.7272318,376.7956667,376.8927735,353.7435211,350.679705,402.4596815,384.879499,352.7986474
Honduras,HND,Trade (% of GDP),NE.TRD.GNFS.ZS,44.42127216,44.24480629,44.56479691,46.80643588,47.22100656,54.0843409,58.69624511,59.07038957,62.02844774,58.84730098,62.01936376,60.19151847,57.47198365,65.31507207,76.22039633,70.37366548,71.88427566,74.09404834,70.89331597,74.6979949,78.39572748,72.11479327,55.3102231,56.66680719,58.23759584,56.53454503,54.70311779,48.71956822,55.24530876,63.77734106,71.00806828,74.6467338,76.25625026,84.35248244,100.3178253,102.4488824,115.4508476,118.848359,122.0504682,120.1260891,120.3921646,115.9430717,117.9974545,122.2482772,135.4617587,136.489768,133.1318351,135.0706349,135.7489552,96.90500602,109.4418382,122.2169026,121.1882158,116.3060492,112.9750973,107.2644054,99.81571695,101.8131111,103.5511622,99.45997799,88.00085638,103.3726435,112.6985249,97.95347847
Heavily indebted poor countries (HIPC),HPC,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.94054879,43.81925521,42.06995593,42.35248598,44.31080425,44.63628617,51.50627935,52.43484734,52.14912044,51.12479851,52.06068919,50.58083524,53.67789339,52.92329432,54.9716421,55.8504094,58.53352285,60.38095566,58.04107545,61.92034766,63.90539592,57.68068927,62.46510372,64.16768542,64.0749435,60.61827603,59.681339,56.77431559,53.32771524,54.13831254,54.9960973,54.17739572,48.27829905,52.82596072,57.68580758,54.3322803
Croatia,HRV,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.80426535,67.05425059,74.8841745,64.98432966,66.26377437,74.60168547,79.4405856,81.1609978,81.44325144,81.64441266,81.49233557,83.50587932,83.25147672,82.07198145,69.69524392,72.63865686,77.76573869,79.00226696,80.91051737,85.20917695,90.6409411,92.13078909,97.2213314,99.06781797,101.3820133,89.5334538,102.3084308,125.2138576,107.7009194
Haiti,HTI,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.77835906,40.56313257,46.41485432,39.80749018,32.53768844,48.75226664,31.13363998,37.84781906,40.22337985,36.89404881,36.5207867,41.94847951,27.15352206,27.56993302,24.93967848,37.19734344,33.78097035,34.9651045,37.05707041,34.28254896,36.14503815,33.09649982,44.72152413,44.1635704,40.2582415,40.33250976,42.35152591,41.94573812,41.41090222,42.07454779,45.1385763,44.56871878,34.45720191,37.16540177,36.52955028,30.7854237
Hungary,HUN,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.36128391,55.44135517,53.56101341,56.46018006,78.38470531,83.29220667,94.84871912,107.4299006,114.0257748,137.4066012,131.0450687,118.3201092,116.629337,123.4463059,127.813089,149.0086365,155.4982504,158.3252978,144.9998974,157.4649138,166.4331831,165.6486679,164.3461104,168.3945965,167.320445,164.4039277,165.2285156,163.2605123,160.7513433,155.4226639,159.6882741,185.2711132,157.2962239
IBRD only,IBD,Trade (% of GDP),NE.TRD.GNFS.ZS,15.59852404,15.24947622,13.57547217,14.9573552,14.49858785,13.80458058,14.90748173,14.15745594,14.25720978,13.86020563,14.63124907,14.90288253,15.56183001,17.87072155,22.18642404,21.44283417,21.00078339,21.06724676,23.36403791,25.31840629,28.81488438,29.83042132,27.11065606,26.40486791,26.96009989,27.12290486,25.45674665,28.75288472,32.85014743,32.43148797,32.48825814,32.7449002,41.8654945,40.75545654,40.298901,41.22633327,40.7810233,42.69315815,43.67372311,44.49080097,48.93892184,47.88617001,50.3123157,54.77665568,59.73276777,61.3302581,62.23205534,61.00419357,60.7090623,50.93188993,54.21373325,55.84793562,54.62278392,53.32943091,51.98591094,48.65280495,46.84814417,48.25287324,50.44083629,48.36682889,45.95192246,51.34216964,54.52924703,50.24875906
IDA & IBRD total,IBT,Trade (% of GDP),NE.TRD.GNFS.ZS,16.60064459,16.09773014,14.46726123,15.83069522,15.41289449,14.8007125,15.77067961,15.05108647,15.1450454,14.73288273,15.56542112,15.77754491,16.35629744,18.72920941,23.0543228,22.28445699,21.90030574,21.93554971,24.1667572,26.14220322,29.66325806,30.51318459,27.7754918,27.08517271,27.58744864,27.74879654,26.05550234,29.19966198,33.14607365,32.78090274,32.84475826,33.12763953,41.93105885,40.99978496,40.7337263,41.7492624,41.28778193,43.12795377,43.98307002,44.71634417,49.01625104,48.03506066,50.34835937,54.63642026,59.45346619,61.01744658,61.8820068,60.80322394,60.64891474,51.0291179,54.19270526,55.88084508,54.66056776,53.3181017,51.97236207,48.63758799,46.76386507,48.15683283,50.40250869,48.4084228,45.85144292,51.15766148,54.39557467,50.16863761
IDA total,IDA,Trade (% of GDP),NE.TRD.GNFS.ZS,32.18748589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.35937675,45.22299225,46.38452089,49.69521819,49.17625435,44.02394827,47.80187687,51.94457781,48.68895599
IDA blend,IDB,Trade (% of GDP),NE.TRD.GNFS.ZS,28.70260011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Trade (% of GDP),NE.TRD.GNFS.ZS,24.09021015,24.67560094,10.56100667,18.41810022,25.31716549,11.01223113,34.85280152,25.64284029,26.44632041,23.8410596,28.68263473,31.0620915,35.41191937,39.53416057,50.41837878,44.52125766,43.00658835,43.57019994,42.71476304,53.65553592,52.65404648,53.17730024,48.67622743,56.55923666,50.11061998,44.71837231,41.00953817,46.97424788,47.25456142,49.08188369,52.89186144,54.83956488,57.42743411,50.52338589,51.87710105,53.95859006,52.26474366,55.99385881,96.18619236,62.94391286,71.43687592,69.79320753,59.07946177,53.61649375,59.76129484,63.98793587,56.65712681,54.82924998,58.56139963,45.51212137,46.70127388,50.18001318,49.5828983,48.63737268,48.08017559,41.93764024,37.4213418,39.35549707,43.07430896,37.62777754,32.9721754,40.20475827,45.46589868,41.31566676
IDA only,IDX,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.25662563,39.40738009,41.86944601,44.71366263,49.04127564,52.75801938,51.67974554,51.31550043,50.94546355,51.38931449,54.9126197,53.42549721,53.6195845,53.49364318,55.97114268,58.29696001,57.76371712,60.04132088,61.69459803,55.37643902,58.47965901,61.54572539,61.93344444,59.51294861,58.29756317,54.39947489,50.95481021,52.46387217,54.20412369,53.20807278,48.10174267,52.75469836,55.87082678,53.09303605
Isle of Man,IMN,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Trade (% of GDP),NE.TRD.GNFS.ZS,11.29683311,10.26116259,10.20079018,10.18733784,9.41054892,8.51903437,10.81423751,9.981062668,8.981744476,7.744776643,7.661769338,7.669606558,7.736399597,8.932096019,10.85189025,12.29397821,12.80120307,12.64810114,12.90301184,14.91880453,15.38457685,14.50726476,14.12592775,13.69059389,14.00937594,12.90003619,12.2192719,12.58481404,13.49045012,15.16813209,15.50626151,16.98772655,18.43309904,19.65153979,20.07814438,22.86744871,21.92948787,22.61938687,23.69947008,24.81559804,26.90092291,25.99325475,29.50866294,30.59243613,37.50381406,42.00166961,45.7244805,45.68626868,53.36822044,46.27286964,49.2552065,55.62388001,55.79372173,53.84413195,48.92218575,41.92291387,40.08248571,40.74249695,43.61696933,39.90540353,37.75810533,45.42308878,49.96531997,45.92185022
Not classified,INX,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,74.42604456,72.2038427,67.62917242,75.23564201,90.67668349,83.0466965,91.23844465,97.99985759,99.712193,105.299158,102.303118,100.9745864,93.96965799,97.73648279,108.3054684,107.7613703,97.12548445,100.7442181,105.218432,112.4653365,105.0294471,106.4402316,109.54547,116.6027023,126.4889241,136.1031499,138.8681624,142.2694969,157.7724167,159.871033,174.9545559,174.8407324,163.7193544,146.5315008,146.5875258,148.1755848,150.0218047,153.3968638,160.0394442,173.5914933,189.8638377,186.0258452,190.0633179,189.8178618,201.6549599,216.2056773,229.7644331,225.9536026,216.4236477,249.7457657,250.1084523,224.4188359,232.1294906,237.2158813
"Iran, Islamic Rep.",IRN,Trade (% of GDP),NE.TRD.GNFS.ZS,31.23754167,29.59524352,28.17599996,27.79091328,32.72864981,32.62603557,33.90697887,36.95543839,37.99193979,39.07814317,39.66701455,44.42802951,44.45344987,54.09788692,71.40468811,76.11562343,65.43508113,59.88807836,45.69456564,42.80582678,42.48267387,40.31310614,38.06351688,38.73011352,27.93413761,23.17239114,14.1448539,17.88485314,21.58397884,27.93502571,37.0805677,44.19417165,40.39792725,46.04086432,41.6091364,35.14424492,35.22129916,32.64955811,29.22821965,34.88541413,41.25724746,40.53556648,48.17268655,50.67910577,51.31385733,54.44049526,53.16735871,49.88730692,48.22940277,43.69958022,43.77064374,41.21941479,44.08934668,47.08671792,45.35142014,39.42258866,40.38784692,44.74487077,58.56508972,50.75433435,43.81016469,44.37383405,51.59750681,52.18017581
Iraq,IRQ,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,57.52197286,66.64959016,58.40817817,70.93621399,92.6137199,94.90224694,93.28247187,97.03151139,88.32692034,93.61702128,95.04968074,93.91199358,92.78944843,57.55249188,55.32784914,54.96143034,42.93884794,49.34943182,42.49956258,44.83508837,15.12628182,3.79114097,1.921145633,0.544696684,0.099582362,0.020999232,0.026888483,106.1881699,132.2431605,138.3146012,125.3365956,126.780256,119.7620477,154.2345253,120.2339771,115.7425403,89.65051986,74.09285311,81.05554327,78.68737882,73.49747962,72.17132822,73.60868459,67.41001841,68.98248686,69.5917686,54.58832019,59.78091239,65.80179177,68.98993842,57.7423164,61.50326831,68.9343589,
Iceland,ISL,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,87.06925566,80.23027325,70.86712987,72.19943931,71.57748147,73.9474844,67.78460708,65.73404474,69.14315696,73.73479458,70.03453248,69.77306787,68.16916776,76.1890493,75.05335423,79.26055829,72.34371816,68.67966922,63.5628612,63.94669618,65.11085056,62.99798963,59.87939986,61.5581733,65.5008784,66.54822352,71.10515499,70.60578583,71.88311428,69.43004156,71.13900777,74.73465562,69.43201129,68.19921175,70.43190206,72.45061537,77.5361532,74.67091356,82.6880267,89.39474321,93.64639818,101.4087017,104.0854755,98.7895236,96.66559189,95.81820791,88.33302364,86.97894698,88.63690696,82.86274578,67.97507563,76.2731815,91.52734175,86.79464894
Israel,ISR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,58.61546297,59.32993625,56.3213449,65.07534469,61.57156536,66.92850377,67.74243944,70.91498747,86.5427416,79.72656499,80.51051391,79.85643815,69.71729053,63.97659079,70.75098893,76.19548122,66.772979,69.50098956,60.66805155,63.34343267,61.32016676,56.08705061,55.28040774,60.41458517,60.18792671,59.78592496,58.66972922,58.17046538,57.58347615,65.56092395,69.2050836,63.12975686,66.52829093,67.70312275,75.69368277,79.1225718,79.06284927,79.60756224,76.09034709,62.45527356,66.28778026,69.49637838,70.56476657,64.66563099,62.21117541,59.34758073,58.25084735,56.72161777,59.13602239,56.6665034,51.15130048,55.0617294,60.50466185,57.52825206
Italy,ITA,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,30.02963364,30.32619352,31.74963157,33.98633503,40.70906874,37.31444543,41.09743075,41.71341604,41.17329193,43.60990724,42.87384085,45.17791208,43.40824199,40.09727776,42.33808671,42.539111,36.0801894,35.48083251,35.03036369,36.96756661,36.23822767,33.80053396,34.83342762,37.67240196,40.36200261,45.57950266,42.80204905,44.4771652,44.99787427,44.52984023,50.27473115,49.86327232,47.87131868,45.99408598,47.26639239,49.12217423,52.92354296,54.82804156,54.2142549,45.14147657,51.66211181,54.47221494,54.88449527,54.03418463,54.45452993,55.43568581,54.4321467,57.58299403,59.27498351,58.69419026,53.9394839,60.30197762,72.05319193,66.2401068
Jamaica,JAM,Trade (% of GDP),NE.TRD.GNFS.ZS,71.29296166,68.29472018,67.93863407,68.20501097,72.43504912,70.1468894,73.32141945,72.853019,78.90832595,80.21557369,70.64753722,74.75826575,73.84476409,72.67864411,81.58114116,80.87602218,66.93740049,58.14914051,77.8830182,100.4392831,102.1076407,102.9960994,86.68336532,78.72361467,117.1886535,121.5550355,94.72950844,92.86922788,91.41747235,96.01028042,99.94017194,101.5987888,125.4943267,82.84213318,111.4066839,107.6518075,97.72424196,88.98483183,84.47498537,84.23174689,89.51300605,84.8277346,81.84675543,88.15063084,89.31810407,90.48789334,100.7455988,101.2444221,113.5774038,86.88512433,80.92040032,83.82182023,82.04007835,83.25957198,84.74099862,76.11752166,76.45520237,83.52317252,89.97790604,90.11060763,,,,
Jordan,JOR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,112.1650212,116.0341831,113.2905822,121.4656489,125.6931925,142.1855585,134.8948549,117.1386992,118.6259622,115.9139348,81.83887525,90.78147549,108.1247872,130.4473304,149.4476839,137.2616633,131.6446986,130.4852332,118.3361761,124.5826882,131.0591233,120.7371129,109.0524029,104.4703736,110.3289046,109.2854786,114.0388578,115.7068353,134.6216119,146.9088913,141.7473818,145.9942463,140.912926,112.1519982,114.2226777,118.6996795,117.8555877,111.451528,109.9388055,95.35791223,88.7207179,89.73160051,87.63591519,85.6878335,66.05994881,80.33286994,104.0954594,100.276046
Japan,JPN,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,19.15050277,19.49499796,17.75970795,18.88818281,26.33282771,24.07543885,24.78825845,23.12713588,19.30824166,22.65242772,26.6493645,27.04683159,26.72291269,24.51719282,25.80350093,24.11126123,17.79909151,16.78878462,16.88851475,18.54151374,19.33571373,17.75945125,17.01806882,15.72333913,15.81030623,16.39010493,18.25386823,19.78351762,19.00318622,18.12563072,19.56237158,19.55960447,20.44712207,21.32612527,23.66435342,26.22995458,30.0163761,32.81657805,34.12947654,24.39016653,28.49847269,30.19496073,30.47091092,33.97876865,37.43143457,35.42740835,31.31024685,34.42321357,36.6099318,35.21641811,31.32579312,36.77148329,46.84373214,45.16264848
Kazakhstan,KAZ,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.3366418,84.63452186,84.18173901,82.52240704,71.27357329,72.3595507,65.20418275,82.57915136,105.6996926,92.84906851,94.03168565,91.46333243,96.4091997,97.76250302,91.4535268,92.1616331,94.29480465,75.76606746,74.1382659,73.11785705,73.72373249,65.40760933,64.97203465,53.04972881,60.31159659,56.82538794,63.52795651,64.85861655,57.02644237,58.66860858,68.33431474,61.77322607
Kenya,KEN,Trade (% of GDP),NE.TRD.GNFS.ZS,64.76585106,63.84712143,62.16296315,60.99571232,62.60164409,62.09317118,63.28443577,57.83734666,58.69817098,57.61735624,60.48964482,63.82846302,55.31490832,56.06284868,74.57340436,64.33526782,64.20610897,66.55196516,67.62354066,57.36417475,65.41679594,64.28018576,58.21573715,54.16270539,58.80389758,55.44543455,55.74138559,47.70276801,49.97498209,53.15637722,57.02091368,55.59769922,52.9308701,72.85848136,71.26612523,71.74574164,57.3121107,54.05711686,48.89724194,48.19227499,53.30904439,55.94683603,55.17267226,54.1322659,59.47700335,64.47886616,55.23648513,53.8947888,57.57859865,45.94519181,50.39428735,58.40220597,51.62369202,47.46464251,46.17048936,40.32738469,34.86501957,35.99505788,34.41475318,31.75946184,27.23781553,30.82430318,33.69113873,32.09207928
Kyrgyz Republic,KGZ,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.73831776,72,83.19169027,74.70633275,73.83020501,71.82426866,87.29577381,84.4771343,94.50929453,99.19949122,89.43093163,73.74691237,82.92072902,83.93278281,93.81573216,95.08400463,120.7499818,137.0583878,146.1060822,133.3791532,133.2328505,136.1798404,139.6759378,134.0267856,125.1261811,110.9615707,105.823574,100.6174458,98.8755599,94.43028235,78.99227843,100.2613769,133.786718,140.155715
Cambodia,KHM,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.72425778,64.46803195,77.76672805,69.1615668,78.93464446,75.619473,94.17688808,110.3971253,111.7717412,118.2695621,120.0749691,131.3514811,133.5519653,140.3487343,133.7000238,130.3935107,102.287949,109.9984006,109.7905052,116.7402334,124.8875528,124.4549085,122.1095968,122.7045556,121.1554513,118.4376554,115.7366791,122.1053963,146.1798465,145.8736328,134.2068424
Kiribati,KIR,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,103.2494338,113.6380778,115.2449384,117.9804888,113.8857382,116.2315854,125.0139433,149.4638879,113.3030962,122.8722602,115.3875291,107.3465897,112.2548461,92.86575764,91.56817104,159.2195,122.0360053,130.515095,151.0717028,134.2089042,111.7726133,98.15981323,82.94571948,101.9579191,86.68364515,93.8162129,85.01461286,100.6171522,94.16648894,110.7847376,125.6254574,103.9289486,101.359731,123.5942356,94.04680038,96.15903099,95.441923,97.63604675,85.69722518,93.43141096,96.12870372,96.78140652,104.1879834,109.8891128,111.2697893,100.5612593,83.36643602,98.31405396,77.62314178,73.45015565,100.3620214,99.74523904
St. Kitts and Nevis,KNA,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,Trade (% of GDP),NE.TRD.GNFS.ZS,14.60584234,17.99801127,19.48619841,18.61137898,17.34486954,21.45778205,26.65791202,28.7911084,32.77807313,33.06367786,32.56096689,35.68935428,38.04156806,51.5785284,55.53067679,53.98156227,53.88038251,53.92544107,54.2177344,54.5445848,65.53086084,67.13133534,60.22891915,57.91222398,57.36780025,52.65704978,60.10702446,63.00015284,58.70363787,52.91365956,50.75031338,49.82507915,48.75942564,46.91867823,48.66598979,52.46402196,52.65397293,57.52303775,68.49747206,59.76275376,66.09516011,62.22379722,58.3530394,61.17460128,70.01571487,68.32481102,70.65187353,73.87452529,95.51635243,86.13361937,91.3995965,105.5663136,105.4583277,97.95210495,90.6144419,79.13249439,73.60380947,77.12091781,78.98886551,75.75713897,69.03404509,80.19945693,96.53640929,87.93967919
Kuwait,KWT,Trade (% of GDP),NE.TRD.GNFS.ZS,,,,,,90.78771696,90.04683841,87.9587156,87.80231335,92.41658241,83.93257332,85.01230895,89.26229508,94.10261206,98.80147125,106.4812158,110.4877959,115.4691083,110.4049903,106.7867557,112.6469419,107.9761786,106.8686318,108.4815465,104.7540957,96.41950158,94.19909807,89.66314668,90.50440121,93.77143755,103.0110002,142.6129543,94.68806497,92.0570352,93.18428428,94.31962435,91.47214474,92.44354655,94.95984317,85.36811455,86.6183245,86.85046729,81.22519413,86.55517551,89.29764168,92.24268009,89.7130932,91.73250339,92.68345625,88.81106499,97.02797106,99.11649273,101.0114352,97.60549124,100.0371898,98.69998841,96.15767252,97.84004663,102.7856307,91.68571238,82.01074583,81.94037976,90.70223034,
Latin America & Caribbean (excluding high income),LAC,Trade (% of GDP),NE.TRD.GNFS.ZS,19.04137919,18.19891472,16.88661897,20.63205719,17.4452699,17.43746671,17.46310049,16.84520861,17.83004597,18.16982825,19.78659948,19.76475276,20.61572369,21.59498884,24.76714309,22.29725332,22.22783476,22.73579072,22.43120116,23.94879387,25.25624313,24.64747499,23.5604161,26.12348427,26.51765069,25.84148739,24.63967834,25.29954555,28.66362164,27.41395979,27.87071275,27.20057227,28.29839772,26.45281255,27.07208513,30.32411401,30.95204193,31.35161213,31.79172914,33.39499498,34.94828629,35.21265041,37.65567477,39.32832484,41.20592024,40.65833599,41.2851904,41.21869951,42.83417885,37.35394683,39.65248654,41.79273082,41.95655425,41.28253946,40.74323187,41.88293677,42.06190692,42.34013981,46.03286472,45.41213883,45.28527395,52.21929029,55.22467145,46.78238229
